asin,unixReviewTime,reviewText,overall,reviewTime,summary,Category,title,price,salesRank,brand,Industry,Sentiment.Score,Quality,Price
B000UWH40W,1256169600,"Very strange phone this, the loudspeaker is terrible. Crank it up to hear music or speech and it distorts horribly. Good features, texting is good, earphones sound ok but overall not a nice phone.",1,"10 22, 2009",Awful phone,Cell Phones,"Nokia 6555 Unlocked GSM Flip Phone with 1.3MP Camera, Video MP3/Video Player, Bluetooth and microSD Slot - Black",94.38,{'Cell Phones & Accessories': 85983},Nokia,Cell_Phones,-0.756215,0,0
B000UWH40W,1196380800,"When I purchased the Nokia 6555b five days ago, the salesman recommended it based on my criteria that the phone have strong reception. When I buy a phone, I'm looking for...well...a phone. I don't need internet or an MP3 player.  This phone is a beautiful phone (I had the black and red version) and will slip into even a small pocket.  After purchasing the phone, I looked up the reviews.  You've probably read them....kind of disappointing and even scary. A battery charge lasted two days for me.  (Turning it on at 7:00 a.m.; off at 6:00 p.m.; with about 50 minutes of talk time/day)  I decided to take the phone back since 2 years is a long time to have a phone that begins with disappointing features.  The AT&T service rep. took back the phone with no questions asked. Before I told the rep I was continuing with the service, she even asked if I wanted to cancel the 2-year contract. It was a pleasant exchange for a different model. I was in and out within 25 minutes.  I give AT&T customer service 5 stars.",2,"11 30, 2007",Great customer service; Questionable product,Cell Phones,"Nokia 6555 Unlocked GSM Flip Phone with 1.3MP Camera, Video MP3/Video Player, Bluetooth and microSD Slot - Black",94.38,{'Cell Phones & Accessories': 85983},Nokia,Cell_Phones,-0.062131,0,-0.062131
B000UWH40W,1208131200,"First, the bad. I purchased the Nokia 6555b from AT&T; Jan 8, 2008. Three weeks later the exterior mini-display was cracked and inoperable. I had worn it on my belt while driving and my seat belt buckle put enough pressure on the mini-display to crack it. VERY disappointing. All Nokia had to do was put a thicker, more rigid plastic cover over the display and it would be fine. Instead, I have a busted phone. Except for the broken mini-display and the inability to see the clock or caller ID, the phone still works, but that mini-display is a Bad Design.A lot of people complain about the battery. At first I experienced very short battery times as well. I even bought a second battery for $15 with some other accessories. I have never needed it. I believe the battery gets better with time. At first it was displaying low battery charge. Now it goes for a couple of days no problem. I charge it each night, though, just to be safe.I bought the 6555 because it works with the Acura Hands Free Link system via Bluetooth. (Not all Bluetooth phones do.) It also works with the Ford Sync system. Both work very well. It is indeed nice to place or receive calls without having to find the phone. No clumsy earphones. No looking away to dial or press buttons. No wires at all. My wife leaves hers in her purse, I leave my in my pocket (not wearing it on my belt anymore--I might break it again.) With Sync, the Bluetooth even allows the phone to become a media player. Very cool.Using the free downloadable Nokia software, you can edit the phonebook from your laptop via the special--and hard to find--micro USB cable that costs $15. But if your laptop has Bluetooth like mine--because I bought a Microsoft Bluetooth wireless laser mouse 8000 and its Bluetooth receiver also receives other Bluetooth devices like my phone--you can connect without having to buy the micro USB cable. The cable is handy to carry though, so you can connect the phone to other computers if necessary to download pictures and video if needed. Using this software, you can also make your own ring tones. My custom ringtone is Hillary Clinton cackling/laughing.The main display has a nice large font that is visible in broad daylight. Color combinations (themes) are adjustable and some are better than others, but it's nice to have options.The phone has a speaker phone built in if desired.It's easy to switch from ring to vibrate--just hold the # key for a few seconds.If you have MS Outlook as your emailer, you can sync your calendar.The 6555 comes with a host of useful tools including: a Stopwatch with split times; a Countdown Timer to remember to take the roast out on time; a full-function Calculator; an Alarm Clock; Notes; To-Do list; and a Calendar.It has some dumb games that are mostly demo only.It has a very mediocre still camera and an even more mediocre video camera.It can text, but I don't do that.It can be configured for Push-To-Talk, at extra cost, if you must have walkie talkie capability.I was worried about the tiny charging plug, but so far it's been durable, even though it did obsolete all my previous Nokia accessories.It does need a micro-mini plug for the headphones if you want to use it as a personal music player. Mine included a short Micro-to-Standard mini adapter so you can use your regular headphones.The Settings menu allows you to reconfigure what many of the buttons will do: if you need to get to some buried menu item like the calculator often, make the Right Selector button do it. One touch and you're in business. This is a very handy feature.Overall, I am quite pleased with the phone. The audio quality is fine, it rarely drops calls and is small, thin and lightweight. The only real problem is how fragile the outer display is. Nokia should have shipped it with a protector or engineered it better from the get-go.",3,"04 14, 2008",Good but fragile,Cell Phones,"Nokia 6555 Unlocked GSM Flip Phone with 1.3MP Camera, Video MP3/Video Player, Bluetooth and microSD Slot - Black",94.38,{'Cell Phones & Accessories': 85983},Nokia,Cell_Phones,0.0346976,0.011565867,0.023131733
B000UWH40W,1197504000,"I replaced my Motorola L6 with this Nokia 6555. I liked the L6 except the keys were very small and close together, so I would sometimes hit the wrong key. Also, I had to lock the keys whenever I carried it so a key would not get pressed accidentally. What I needed was a flip phone with slightly larger keys and this Nokia was just the ticket.This cell phone has so many features that I will only list a few. First off, my friend just got a Samsung Blackjack II and this Nokia does almost all the same things that his does. They both have MP3, 3G, Bluetooth, internet access, camera, Micro SD memory ready, organizer, and more with services through ATT. As far as we can tell thus far is the only thing the Smartphones have the Nokia 6555 does not have is Microsoft Mobile Suite. The Blackjack keys are so tiny that I do not know how anyone can use them. Plus, the Blackjack cost much more. The better choice is by far the Nokia 6555.The only problem I am having is navigating the menus to find the settings I am looking for. I have to keep referring to the manual. I suppose after a while I will learn where everything is and memorize most of it.The battery life seems to be about average for a fully loaded cell phone. Maybe some day they will make batteries that last much longer for those power users that complain about short battery talk time. For now we just have to charge the battery more often. Not a big deal for me. If I plan to use the phone a lot, then I simply charge my phone and headset at night to have a full charge on both and I am ready to go the next day. If I do not use it very much, then I only have to charge them about every 3 or 4 days.Pros:Slim and stylish.Good sound quality.Many features.Cons:Menus difficult to navigate.UPDATE:Another con is the backlight only stays on for 10 seconds and there is no way to adjust it to stay on longer.",5,"12 13, 2007",This phone does just about everything,Cell Phones,"Nokia 6555 Unlocked GSM Flip Phone with 1.3MP Camera, Video MP3/Video Player, Bluetooth and microSD Slot - Black",94.38,{'Cell Phones & Accessories': 85983},Nokia,Cell_Phones,-0.27939,-0.139695,-0.139695
B000UWH40W,1381795200,"Phone arrived as advertised.  On small scratch, but after loading all of my information to the phone successfully I did not really care about the scratch.  I also believe they would have taken care of it had I asked.  I just really did not care.",5,"10 15, 2013",Replacement phone,Cell Phones,"Nokia 6555 Unlocked GSM Flip Phone with 1.3MP Camera, Video MP3/Video Player, Bluetooth and microSD Slot - Black",94.38,{'Cell Phones & Accessories': 85983},Nokia,Cell_Phones,-0.5078,0,0
B000UWH40W,1194825600,"I got this phone two days ago. I have to charge the phone twice. After fully charged the phone last night, I only made one 15 minutes call, now the battery indicator shows the remaining power is only 1/3.Other than the battery, the phone is great, with good range -- I used to have Verizon with Motorola Krzr K1m, due to the poor receiption, I switched to ATT, and this phone has very good signal for me -- I can talk in any room inside the house without drop the call.The sound level is on the soft side.One plus is the phone book actually has address information in it also. While Motorola Krzr only allow phone number and email address.  It also can sync up with Outlook without purchase additional software.  I downloaded the PC sync suite, then using a PC bluetooth adapter, I was able to sync the phone with PC.But I don't like to charge the battery everyday.  With average 20 minutes calling, I expect the phone only need to be charged once a week.  Nokia gives me some extra daily work, that is not good.",2,"11 12, 2007","Good phone, but you need to charge battery everyday",Cell Phones,"Nokia 6555 Unlocked GSM Flip Phone with 1.3MP Camera, Video MP3/Video Player, Bluetooth and microSD Slot - Black",94.38,{'Cell Phones & Accessories': 85983},Nokia,Cell_Phones,-0.277895,0,0
B000UWH40W,1200614400,"I cannot walk and talk at the same time, let alone chew gum - but it's not my fault! If the phone is in a pants pocket more than 1 foot away from the bluetooth headset, I get lots of static while moving - it sounds like paper being crinkled up. Keeping phone in shirt pocket or holding it near my ear solves the problem, but kind of defeats the purpose! If I am not moving it is OK. I found it was even affected by standing next to a running stream of water from a faucet!Why do I think this is the phone's problem? Because I have tried two Jabra Jawbone, two Plantronics Voyager 520 and one Motorola 681 and all have exhibited the problem.I had AT&T; exchange the phone for another 6555 and the problem remained, but was noticeably worse with the second phone.Nokia can only say ""we only test with our own bluetooth headsets, buy one of ours"".I will also confirm the abyssmal battery life, even after changing ""packet data"" to ""on demand"" instead of ""always on"". If I ever had to make more than 2 hours of calls between charges, I don't think I could trust it.I have never owned anything other than Nokia (since I worked for them for 5 years), but this has got me seriously looking elsewhere.",2,"01 18, 2008",Poor Bluetooth Reception,Cell Phones,"Nokia 6555 Unlocked GSM Flip Phone with 1.3MP Camera, Video MP3/Video Player, Bluetooth and microSD Slot - Black",94.38,{'Cell Phones & Accessories': 85983},Nokia,Cell_Phones,-0.416623,0,-0.416623
B000UWH40W,1334275200,"good phone for the price, at first my go phone sim card wouldn't work, but I brought it to AT&T and they replaced my sim with a newer one at no charge and it works fine now.",5,"04 13, 2012",Replacement for Go Phone,Cell Phones,"Nokia 6555 Unlocked GSM Flip Phone with 1.3MP Camera, Video MP3/Video Player, Bluetooth and microSD Slot - Black",94.38,{'Cell Phones & Accessories': 85983},Nokia,Cell_Phones,0.329759,0,0.329759
B000UWH40W,1199318400,"I got this phone as a replacement for my Motorola V557 that went kaput. These are a few of the things that have not made my life easier in the 2 weeks I've had the phone:1) The battery life IS a joke, but it improved once my husband turned off the internet browser, which apparently is on full time by default.2) The quality of the sound on calls is dismal, even though I've got it up to full volume.3) Reception is not good, even in town, and it drops calls, which my V557 never did.4) It loses my address book on a regular basis, requiring a restart (sometimes more than one).5) It also tells me my smart card isn't installed (it is), which again requires restarting.6) It won't save my ringer settings, no matter how many times I push the ""save"" button. It seems to be stuck on vibrate only.If there had been something else available at the store we trade with (such as another V557), I would have gotten it instead of the Nokia. As it is, I'm stuck for now. If I could have given this joke of a phone less than one star, I would!",1,"01 3, 2008",Bad phone - don't waste your time or money on this one,Cell Phones,"Nokia 6555 Unlocked GSM Flip Phone with 1.3MP Camera, Video MP3/Video Player, Bluetooth and microSD Slot - Black",94.38,{'Cell Phones & Accessories': 85983},Nokia,Cell_Phones,-0.62113,-0.62113,0
B000UWH40W,1337644800,When using the text messaging it just goes blank so I am sending it back and have ordered another one hoping it is better!  Sometimes it's just the manufacturing of the way the phone was made so I hope I have better luck.  :-),2,"05 22, 2012",There was a glitch in the phone,Cell Phones,"Nokia 6555 Unlocked GSM Flip Phone with 1.3MP Camera, Video MP3/Video Player, Bluetooth and microSD Slot - Black",94.38,{'Cell Phones & Accessories': 85983},Nokia,Cell_Phones,0.592861,0,0
B000UWH40W,1199318400,"I have owned this phone for approximately 3 months and have not had the battery troubles of many of the previous reviewers.  The phone has an excellent screen with vivid colors.  The features are numerous and at first, I thought I would not use them.  However, the internet capabilities are great.  I check my email with ease and look up sports scores quickly with the touch of a button.  The phone does get hot sometimes when I connect to the internet for a lengthy amount of time, but goes away just as quickly when I disconnect.  The battery discharges rapidly with use of applications, but not when using talk time or standby time.  If I do not use the applications, I do not need to charge my phone more than once or twice a week.  The memory is awesome, as well as the camera and video features.  The keys are small and close together, but it just takes getting used to.  I can text with ease.  If you are not a high tech type of person, you may want less of a phone, but for me, this is the best phone I have owned.  Very durable as well. I have dropped it on occasion and have done no damage.  I recommend this phone very highly!!",5,"01 3, 2008",Nokia 6555,Cell Phones,"Nokia 6555 Unlocked GSM Flip Phone with 1.3MP Camera, Video MP3/Video Player, Bluetooth and microSD Slot - Black",94.38,{'Cell Phones & Accessories': 85983},Nokia,Cell_Phones,0.265974,0,0.265974
B000UWH40W,1195430400,"I purchased this phone as an upgrade from my 3 year old Nokia 6230. I won't bore you with comparison trivia, instead I'll jump foward to the summary.Beautiful phone utilizing the latest wireless technologies hampered by poor power management in a rush to market.I am not a power user so a benchmark of 3 hours talk or 11 days standby should easily cover my usage. After talking as little as 10 minutes a day for two days the battery had to be recharged. Twenty minutes talk and two days standby is too high maintence for me.The call quality of this phone is the very best and cannot be distinguished from a land line call.After two visits to the AT&T; store - they swapped the first 6555 for another with a ""special setting"" - ??My new cell phone is the Nokia 6085 - rated at 5 hours talk or 10 days standby. I'm on my 5th day with 58 minutes talk and the battery icon is still displaying a full charge.... now I'm happy!",2,"11 19, 2007",3G... not for me!,Cell Phones,"Nokia 6555 Unlocked GSM Flip Phone with 1.3MP Camera, Video MP3/Video Player, Bluetooth and microSD Slot - Black",94.38,{'Cell Phones & Accessories': 85983},Nokia,Cell_Phones,0.16963,0.16963,0
B000UWH40W,1192492800,"I bought this phone last week directly from the AT&T; store.  I renewed my existing contract with AT&T; so I already had their service.  I am very impressed with the phone overall.  It is sleek and stylish with a lot of features which work well.Pros:  Styling and FeaturesCall quality and signal strengthMicro SD card slotDedicated USB cable portDedicated headphone jack (albeit a small one so you still need an adapter)Pin type connector charger (not the clip on connectors)Cons:  Battery LifeLack of installed ringtones, (correction, see below)Hard to navigate folders and menusI mostly use the phone to talk on and not much else.  I need to charge the battery pretty much every night.  I can go about a day and a half or 2 days if I stretch it.  If you talk a lot or intend to use the other features plan on charging it every night.  In their defense the battery life is rated at 3 hours of talk time and that is pretty much it.  You won't get more than that and like I said you won't get even that much if you do games or other stuff.  The other thing that was kind of disappointing was no ringtones installed except the standard ATT ring. (Correction).  There are a couple of ringtones installed I just wasn't looking in the right folder which is the biggest problem I have with it now.  The music hides in different menu folders and depending which menu you are in you won't see them which is why I didn't think there were any tones at first.  You pretty much have to download anything you want to play.I really like the phone and if the battery would last longer it would be about perfect.  Since all I do is use it for talking and not much else it suits me.I have had this phone for about 5 months now and still really like it.  I am not a tech wiz so I have not even used the music player and other features until recently.  I downloaded some ringtones from a 3rd party website and it was easy.  They play great.  Today I used the bluetooth capability to load pictures from my camera to my MacBook and also loaded a few songs onto my phone.  It was easy for a novice like myself. No compatibility issues.  Call quality and reception have been above average.  I fly all over the east coast and it works pretty much everywhere you would expect.",4,"10 16, 2007","Great Phone, Average Battery",Cell Phones,"Nokia 6555 Unlocked GSM Flip Phone with 1.3MP Camera, Video MP3/Video Player, Bluetooth and microSD Slot - Black",94.38,{'Cell Phones & Accessories': 85983},Nokia,Cell_Phones,0.106058,0.106058,0
B000UWH40W,1195084800,"Everything that these other reviewers have said about the battery life being very short is absolutely true, but I haven't seen anything anywhere written about the horrendous sound quality of the ringtones! Not the (el lame-o) ones included on the phone; they sound OK. But if you download music ringtones (whether they are free or purchased), it sounds like GARBAGE. Incredibly distorted and waaaay too much high end, you won't often be able hear this one ring after adjusting the EQ to sound halfway decent. If you leave the EQ in any of the normal modes (rather than customizing it), it sounds like an AM radio turned up all the way...only without the volume. I actually thought that my speaker was blown and exchanged it for a new one (another NEW one, not a refurb), and it sounds just as crappy. All this added to the short battery life, which I wouldn't have minded at all if the sound quality had been better, makes this a ""no-go""!",2,"11 15, 2007",HORRIBLE audio for ringtones!,Cell Phones,"Nokia 6555 Unlocked GSM Flip Phone with 1.3MP Camera, Video MP3/Video Player, Bluetooth and microSD Slot - Black",94.38,{'Cell Phones & Accessories': 85983},Nokia,Cell_Phones,-0.601668,-0.601668,0
B000UWH40W,1369612800,"I definitely would not buy this particular phone because the battery does not hold up, the loud speaker is muffled, and it drops out a lot.",3,"05 27, 2013",Nokia 6555,Cell Phones,"Nokia 6555 Unlocked GSM Flip Phone with 1.3MP Camera, Video MP3/Video Player, Bluetooth and microSD Slot - Black",94.38,{'Cell Phones & Accessories': 85983},Nokia,Cell_Phones,-0.781337,0,-0.781337
B000UWH40W,1195344000,"I love this phone.  It does everything that I want.  But the data cable is not available, even from Nokia.  You will need a bluetooth-capable pc or a bluetooth dongle in order to download your photos.",5,"11 18, 2007",Great phone but no data cable,Cell Phones,"Nokia 6555 Unlocked GSM Flip Phone with 1.3MP Camera, Video MP3/Video Player, Bluetooth and microSD Slot - Black",94.38,{'Cell Phones & Accessories': 85983},Nokia,Cell_Phones,0.0535686,0,0
B000UWH40W,1196035200,"I purchased the nokia 6555 just 3 days ago. The phone dies after just 1 hour of talk time, not even using the multimedia package. Also, the phone heats up to the point it is hard to touch. After reviewing the specs on the phone I find out it emits HUGE amounts of radiation compared to phones of similar caliber. The radiation is believed to drain the battery and make the phone hot to the touch. An AT&T; sales associate warned me not to use the phone when it is hot because it may EXPLODE, yet they are not willing to exchange the phone. Again, I only purchased the phone 3 days ago. I have never experienced such poor customer service. I have been with cingular for many years and now that they are AT&T; this is the first time I have ever experienced a problem.DO NOT PURCHASE THIS PHONE. It is not safe for you or anyone you love. Even if it didn't get hot, the battery life alone makes the phone pointless.",1,"11 26, 2007",HORRIBLE PHONE!!!,Cell Phones,"Nokia 6555 Unlocked GSM Flip Phone with 1.3MP Camera, Video MP3/Video Player, Bluetooth and microSD Slot - Black",94.38,{'Cell Phones & Accessories': 85983},Nokia,Cell_Phones,-0.605371,-0.605371,0
B000UWH40W,1216252800,"If you have to buy a nokia , buy the 6126, it has a better screen, clearer and louder sound, is smaller and has a somewhat better battery , does not drop calls. But this one has 3G, the slowest( 3.6 MB is a lie its only applicable to blacberrys and other phones , these have 356kbps theoretical , which effectively comes out to 12-15 kbps max) . The 11 days standbay is a lie, its more 11 hours . The battery dies without warning, no beeps just dies. This phone is just not worth it, there are much better phones out there , so save yourself a lot of frustration and dont buy this phone.The battery is pathetic and it drops calls , the sound is pathetic...this is the truth. The people who say otherwise are a bunch of liars who mislead people and who probably work for the big companies.",1,"07 17, 2008",Stay away,Cell Phones,"Nokia 6555 Unlocked GSM Flip Phone with 1.3MP Camera, Video MP3/Video Player, Bluetooth and microSD Slot - Black",94.38,{'Cell Phones & Accessories': 85983},Nokia,Cell_Phones,-0.273951,0,-0.273951
B000UWH40W,1195430400,"After the Sony I had needed replaced for the 4th time in a year and a half, I decided to get a new phone.  After reviewing the phones available and having a family member review the phones available, I decided to purchase the Nokia 6555.  I had previously had Nokia phones and had no problems with them.  The battery life is poor, but I can adjust to that.  However, I had my phone less than 10 days when the mini screen showed a crack in the LCD.  I had not dropped the phone, smashed the screen of the phone in any way, or gotten it wet.  The outside of the phone shows absolutely no damage at all.  When I called the AT&T store where I bought the phone, they said the initial 30 day warranty that the store is supposed to provide for the phone does not apply to the LCD screens.  The  AT&T customer service does not cover the phone for 30 days and will not cover the LCD either.  I am now supposed to pay the insurance deductible for a phone that is less than 10 days old.  Without the mini-screen, the outside called ID will not work along with the clock.  I don't know if I am more disappointed in the phone or the service I have received from AT&T.",2,"11 19, 2007",No user damage and LCD cracked in less than 10 days,Cell Phones,"Nokia 6555 Unlocked GSM Flip Phone with 1.3MP Camera, Video MP3/Video Player, Bluetooth and microSD Slot - Black",94.38,{'Cell Phones & Accessories': 85983},Nokia,Cell_Phones,-0.456243,0,-0.456243
B000UWH40W,1224547200,"I got this phone yesterday and I returned it today.  I did my homework before going to the store and I had narrowed my decision to 2 phones (an LG and a different model Nokia).  However, when I got to the store, I let the salesman talk me into this phone, which he said was a better quality, though at a higher price.  I took it home and immediately had problems. The vibration function did not work, no matter how much I adjusted settings, and the manual was no help.  I went online and saw that almost every review for this phone was negative.  Just this afternoon, the vibration miraculously started working, though intermittently, which confirmed to me that I had a defective phone.  I also was having problems with it powering down by itself, or suddenly lighting up--which was very annoying because I use my phone as an alarm clock so all of a sudden I would be awaken by a bright light in my room.  Perhaps mine was a lemon, however based on the other reviews I read, lemons with this model seem to happen fairly often.I also found that the way the operating system on the phone was set up was not very intuitive.  Maybe I just didn't spend enough time getting used to it (though I did spend about 4 hours on it last night trying to figure it out).  I consider myself fairly tech savvy, but I just don't understand why they make simple tasks like setting an alarm for am or pm require an additional 3 button pushes.  I also didn't need any of the ""sophisticated"" features, I only needed a phone that worked well as a phone, and that could text with relative simplicity.  The sound quality and signal strength were fairly good, but that was dwarfed by the other problems I was having. Based on my experience thus far, and the reviews I saw online, I took it back today and got the phone I originally was going to get. I hear Nokia is a generally a good brand, but unfortunately I am a bit scarred after this experience.",1,"10 21, 2008",Stay Away!,Cell Phones,"Nokia 6555 Unlocked GSM Flip Phone with 1.3MP Camera, Video MP3/Video Player, Bluetooth and microSD Slot - Black",94.38,{'Cell Phones & Accessories': 85983},Nokia,Cell_Phones,-0.461182,-0.307454667,-0.153727333
