Industry,Category,Brand,reviewText,overall,reviewTime,Sentiment Score,Price,Quality,SalesRank
Beauty,Rimmel,Random,Dog got the old remote and destroyed it.  Didn't feel like explaining to the folks at the Time Warner Cable office what happened.  Saw the price on Amazon for this one and chose the low hassle option.  It works perfectly.  Price was right.,2.754100943,1214664128,-0.0826542,0.476242344,-0.33644256,1254
Clothes,Tshirt,Nike,"This remote, for whatever reason, was chosen by Time Warner to replace their previous silver remote, the Time Warner Synergy V RC-U62CP-1.12S.  The actual function of this CLIKR-5 is OK, but the ergonomic design sets back remotes by 20 years.  The buttons are all the same, there's no separation of the number buttons, the volume and channel buttons are the same shape as the other buttons on the remote, and it all adds up to a crappy user experience.  Why would TWC accept this as a replacement?  This remote is virtually impossible to pick up and use without staring at it to make sure where your fingers are.  Heck, you have to feel around just to figure out if you've grabbed it by the top or bottom, since there's no articulation in the body of the thing to tell you which end is up.  Horrible, just horrible design.  I'm skipping this and paying double for a refurbished Synergy V.",2.812506526,926736580,0.162303333,-0.327787329,-0.417943015,6864
Electronics,Notebook,Motorola,Corey Barker does a great job of explaining Blend Modes in this DVD. All of the Kelby training videos are great but pricey to buy individually. If you really want bang for your buck just subscribe to Kelby Training online.,1.735691914,909147572,-0.436829016,-0.165421584,0.365819228,6397
Clothes,Shoes,Puma,This unit works just like the TEC unit only better. I like it and would buy another if needed. OK?,1.305342072,1076832336,0.397661586,-0.24561123,-0.195244365,5027
Clothes,Tshirt,Adidas,This unit works just like the TEC unit only better. I like it and would buy another if needed. OK?,1.348892037,1048076554,0.013590293,0.161369757,0.452454974,8715
Clothes,Tshirt,Puma,Do not waste your money on this thing it is terrible i boutght this product for my son and when i put in phone numbers for him to remember or the date and  it would always reset then i would have to do it all over again i couldn't do anything about it it was getting very frustrating so we just threw it away DO NOT Absolutely DO NOT SPEND YOUR MONEY ON THIS,4.402356635,1233630086,0.091435843,0.005329715,-0.208079074,4387
Electronics,Notebook,Motorola,Dog got the old remote and destroyed it.  Didn't feel like explaining to the folks at the Time Warner Cable office what happened.  Saw the price on Amazon for this one and chose the low hassle option.  It works perfectly.  Price was right.,4.724006288,885559751,-0.332934562,0.050534621,0.259466374,6528
Electronics,Notebook,Motorola,It never worked. My daughter worked to earn the money to get this and it never worked for her. I had to buy her a new one to replace it,1.974601277,1431642198,-0.032020787,-0.114342309,0.268616048,110
Electronics,Notebook,Apple,Do not waste your money on this thing it is terrible i boutght this product for my son and when i put in phone numbers for him to remember or the date and  it would always reset then i would have to do it all over again i couldn't do anything about it it was getting very frustrating so we just threw it away DO NOT Absolutely DO NOT SPEND YOUR MONEY ON THIS,4.703596279,870619793,0.109160663,-0.408009782,0.199504668,8182
Clothes,Shoes,Nike,"We had an old Time Warner Cable remote that was dropped into a bucket of dirty mop water.  We dried it out and it seemed to work ""fine"" except for the few times one of the batteries began to sizzle and smoke and became hotter than anything I had ever felt before and literally burned a hole in our couch upholstery.  Needless to say, this remote, the CLIKR-5, is awesome, easily programmed, and works perfectly with our TWC equipment and all the other A/V components.  I love this remote... great product.  (Probably goes without saying, but just in case, you don't get the TWC logo on it.)",1.844060465,955821568,-0.454291846,0.217635223,0.444883261,4530
Electronics,Notebook,Apple,Corey Barker does a great job of explaining Blend Modes in this DVD. All of the Kelby training videos are great but pricey to buy individually. If you really want bang for your buck just subscribe to Kelby Training online.,2.575899695,1016047906,0.034790626,-0.185517441,-0.391475975,6643
Electronics,Notebook,Motorola,Do not waste your money on this thing it is terrible i boutght this product for my son and when i put in phone numbers for him to remember or the date and  it would always reset then i would have to do it all over again i couldn't do anything about it it was getting very frustrating so we just threw it away DO NOT Absolutely DO NOT SPEND YOUR MONEY ON THIS,2.226158267,1039730354,0.110566965,-0.222606129,-0.327632803,9888
Clothes,Tshirt,Puma,Dog got the old remote and destroyed it.  Didn't feel like explaining to the folks at the Time Warner Cable office what happened.  Saw the price on Amazon for this one and chose the low hassle option.  It works perfectly.  Price was right.,2.730205773,1357022114,-0.186001857,-0.214019969,0.053862553,8477
Clothes,Tshirt,Nike,This unit works just like the TEC unit only better. I like it and would buy another if needed. OK?,4.105683542,1362347434,0.045922459,0.079809236,0.25029842,469
Electronics,Iphone,Motorola,Some of the functions did not work properly.  My daughter bought this with her own money and was disappointed that it did not function as advertised.,3.125031436,1021150896,0.363138909,-0.215386599,-0.250797934,5337
Clothes,Socks,Puma,Do not waste your money on this thing it is terrible i boutght this product for my son and when i put in phone numbers for him to remember or the date and  it would always reset then i would have to do it all over again i couldn't do anything about it it was getting very frustrating so we just threw it away DO NOT Absolutely DO NOT SPEND YOUR MONEY ON THIS,2.399197626,1243305046,0.007849704,-0.338681533,0.367473659,846
Electronics,Notebook,Apple,It never worked. My daughter worked to earn the money to get this and it never worked for her. I had to buy her a new one to replace it,2.508705387,924507753,0.472329239,-0.060047671,0.472175517,4993
Electronics,Notebook,Motorola,This unit works just like the TEC unit only better. I like it and would buy another if needed. OK?,0.633656225,1352898020,0.348103043,0.000848933,0.059539573,4659
Clothes,Tshirt,Adidas,Some of the functions did not work properly.  My daughter bought this with her own money and was disappointed that it did not function as advertised.,1.601438684,902814938,-0.290028719,0.175268927,-0.314459617,2118
Electronics,Notebook,Nike,"We had an old Time Warner Cable remote that was dropped into a bucket of dirty mop water.  We dried it out and it seemed to work ""fine"" except for the few times one of the batteries began to sizzle and smoke and became hotter than anything I had ever felt before and literally burned a hole in our couch upholstery.  Needless to say, this remote, the CLIKR-5, is awesome, easily programmed, and works perfectly with our TWC equipment and all the other A/V components.  I love this remote... great product.  (Probably goes without saying, but just in case, you don't get the TWC logo on it.)",4.564554028,1436004772,0.377048609,0.047552754,-0.319547495,6367
Electronics,Ipad,Samsung,Some of the functions did not work properly.  My daughter bought this with her own money and was disappointed that it did not function as advertised.,4.093409659,1416984280,0.055700974,0.161602335,0.34336091,9035
Electronics,Notebook,Apple,This unit works just like the TEC unit only better. I like it and would buy another if needed. OK?,2.213892359,1317400275,-0.27647354,0.22015711,0.046954078,5511
Electronics,Iphone,Apple,Dog got the old remote and destroyed it.  Didn't feel like explaining to the folks at the Time Warner Cable office what happened.  Saw the price on Amazon for this one and chose the low hassle option.  It works perfectly.  Price was right.,2.791759677,1082260299,-0.239141653,-0.133661419,-0.387810623,5513
Electronics,Iphone,Samsung,Corey Barker does a great job of explaining Blend Modes in this DVD. All of the Kelby training videos are great but pricey to buy individually. If you really want bang for your buck just subscribe to Kelby Training online.,2.533685889,992005560,0.445425981,-0.480425453,-0.370721534,4838
Electronics,Notebook,Apple,Do not waste your money on this thing it is terrible i boutght this product for my son and when i put in phone numbers for him to remember or the date and  it would always reset then i would have to do it all over again i couldn't do anything about it it was getting very frustrating so we just threw it away DO NOT Absolutely DO NOT SPEND YOUR MONEY ON THIS,4.160797877,990484573,0.043944313,-0.150975516,0.491848105,9559
Electronics,Ipad,Samsung,Some of the functions did not work properly.  My daughter bought this with her own money and was disappointed that it did not function as advertised.,1.358208918,861758600,-0.296531738,-0.208561731,-0.354550134,9210
Electronics,Iphone,Samsung,It never worked. My daughter worked to earn the money to get this and it never worked for her. I had to buy her a new one to replace it,1.884999331,1128532363,0.287884759,-0.382520632,-0.058723779,9403
Beauty,Rimmel,Loreal,Some of the functions did not work properly.  My daughter bought this with her own money and was disappointed that it did not function as advertised.,2.657711301,898305266,-0.259827,-0.456228307,0.085128168,3352
Electronics,Notebook,Motorola,Some of the functions did not work properly.  My daughter bought this with her own money and was disappointed that it did not function as advertised.,0.766231697,1356324109,0.146592747,0.243993495,0.176520956,5134
Clothes,Shoes,Adidas,"This remote, for whatever reason, was chosen by Time Warner to replace their previous silver remote, the Time Warner Synergy V RC-U62CP-1.12S.  The actual function of this CLIKR-5 is OK, but the ergonomic design sets back remotes by 20 years.  The buttons are all the same, there's no separation of the number buttons, the volume and channel buttons are the same shape as the other buttons on the remote, and it all adds up to a crappy user experience.  Why would TWC accept this as a replacement?  This remote is virtually impossible to pick up and use without staring at it to make sure where your fingers are.  Heck, you have to feel around just to figure out if you've grabbed it by the top or bottom, since there's no articulation in the body of the thing to tell you which end is up.  Horrible, just horrible design.  I'm skipping this and paying double for a refurbished Synergy V.",4.340861945,1132553537,-0.318328158,-0.493992705,-0.060783694,3952
Electronics,Notebook,Samsung,"This remote, for whatever reason, was chosen by Time Warner to replace their previous silver remote, the Time Warner Synergy V RC-U62CP-1.12S.  The actual function of this CLIKR-5 is OK, but the ergonomic design sets back remotes by 20 years.  The buttons are all the same, there's no separation of the number buttons, the volume and channel buttons are the same shape as the other buttons on the remote, and it all adds up to a crappy user experience.  Why would TWC accept this as a replacement?  This remote is virtually impossible to pick up and use without staring at it to make sure where your fingers are.  Heck, you have to feel around just to figure out if you've grabbed it by the top or bottom, since there's no articulation in the body of the thing to tell you which end is up.  Horrible, just horrible design.  I'm skipping this and paying double for a refurbished Synergy V.",3.053836402,1393395282,0.449551701,-0.365379679,0.03809397,2332
Electronics,Notebook,Motorola,Dog got the old remote and destroyed it.  Didn't feel like explaining to the folks at the Time Warner Cable office what happened.  Saw the price on Amazon for this one and chose the low hassle option.  It works perfectly.  Price was right.,2.599049625,939889510,0.120089382,0.192812444,-0.039760305,9994
Electronics,Notebook,Apple,Dog got the old remote and destroyed it.  Didn't feel like explaining to the folks at the Time Warner Cable office what happened.  Saw the price on Amazon for this one and chose the low hassle option.  It works perfectly.  Price was right.,1.265792581,1026519724,-0.263002938,-0.489761001,-0.186581428,8616
Beauty,Perfume,Random,This unit works just like the TEC unit only better. I like it and would buy another if needed. OK?,1.905119124,826233162,0.248325,-0.236033833,0.174661503,2818
Clothes,Socks,Adidas,It never worked. My daughter worked to earn the money to get this and it never worked for her. I had to buy her a new one to replace it,4.907569632,1296487509,0.359824465,0.376141213,0.203050446,7494
Clothes,Tshirt,Nike,"We had an old Time Warner Cable remote that was dropped into a bucket of dirty mop water.  We dried it out and it seemed to work ""fine"" except for the few times one of the batteries began to sizzle and smoke and became hotter than anything I had ever felt before and literally burned a hole in our couch upholstery.  Needless to say, this remote, the CLIKR-5, is awesome, easily programmed, and works perfectly with our TWC equipment and all the other A/V components.  I love this remote... great product.  (Probably goes without saying, but just in case, you don't get the TWC logo on it.)",2.096860443,1164809839,-0.318986491,0.346029336,0.48131329,8044
Beauty,Lipstick,Motorola,"While many beginner DVDs try to teach you everything there is to know about Photoshop CS5, this introductory course shows you the critical things you need to know to start feeling confident in your Photoshop skills. Bestselling author and Photoshop trainer, Matt Kloskowski shows you exactly what you need to know about tools, filters, adjustments, palettes, and menu items to hit the ground running in Photoshop. These include: layers and how they're key to mastering Photoshop, selections and the essential tools you really need to worry about, getting started with Camera Raw and which Retouching tools you'll find the most helpful. When you're done with this DVD you'll have a solid grasp of the most important features and be at the next level in no time.",2.02367173,1061069495,0.812095,-0.11785237,-0.331221936,3070
Clothes,Socks,Adidas,This unit works just like the TEC unit only better. I like it and would buy another if needed. OK?,2.547113965,1266514150,0.152276363,-0.283083619,-0.186293625,2056
Clothes,Shoes,Puma,Corey Barker does a great job of explaining Blend Modes in this DVD. All of the Kelby training videos are great but pricey to buy individually. If you really want bang for your buck just subscribe to Kelby Training online.,3.689205776,1203994937,-0.386039021,-0.075278755,0.362131112,1326
Beauty,Lipstick,Loreal,Corey Barker does a great job of explaining Blend Modes in this DVD. All of the Kelby training videos are great but pricey to buy individually. If you really want bang for your buck just subscribe to Kelby Training online.,3.872106372,951002394,0.782929,0.177663497,-0.307799739,4700
Electronics,Notebook,Nike,"This remote, for whatever reason, was chosen by Time Warner to replace their previous silver remote, the Time Warner Synergy V RC-U62CP-1.12S.  The actual function of this CLIKR-5 is OK, but the ergonomic design sets back remotes by 20 years.  The buttons are all the same, there's no separation of the number buttons, the volume and channel buttons are the same shape as the other buttons on the remote, and it all adds up to a crappy user experience.  Why would TWC accept this as a replacement?  This remote is virtually impossible to pick up and use without staring at it to make sure where your fingers are.  Heck, you have to feel around just to figure out if you've grabbed it by the top or bottom, since there's no articulation in the body of the thing to tell you which end is up.  Horrible, just horrible design.  I'm skipping this and paying double for a refurbished Synergy V.",3.924644055,1244839622,-0.177381647,-0.273330619,0.08015414,8522
Electronics,Notebook,Apple,"While many beginner DVDs try to teach you everything there is to know about Photoshop CS5, this introductory course shows you the critical things you need to know to start feeling confident in your Photoshop skills. Bestselling author and Photoshop trainer, Matt Kloskowski shows you exactly what you need to know about tools, filters, adjustments, palettes, and menu items to hit the ground running in Photoshop. These include: layers and how they're key to mastering Photoshop, selections and the essential tools you really need to worry about, getting started with Camera Raw and which Retouching tools you'll find the most helpful. When you're done with this DVD you'll have a solid grasp of the most important features and be at the next level in no time.",2.704430616,1071890126,-0.06109299,0.339665644,-0.32691272,4407
Electronics,Notebook,Samsung,"This remote, for whatever reason, was chosen by Time Warner to replace their previous silver remote, the Time Warner Synergy V RC-U62CP-1.12S.  The actual function of this CLIKR-5 is OK, but the ergonomic design sets back remotes by 20 years.  The buttons are all the same, there's no separation of the number buttons, the volume and channel buttons are the same shape as the other buttons on the remote, and it all adds up to a crappy user experience.  Why would TWC accept this as a replacement?  This remote is virtually impossible to pick up and use without staring at it to make sure where your fingers are.  Heck, you have to feel around just to figure out if you've grabbed it by the top or bottom, since there's no articulation in the body of the thing to tell you which end is up.  Horrible, just horrible design.  I'm skipping this and paying double for a refurbished Synergy V.",2.369540728,1091294348,-0.465329543,-0.186645025,0.060217859,4880
Clothes,Shoes,Puma,This unit works just like the TEC unit only better. I like it and would buy another if needed. OK?,2.412806922,1082089187,0.44757621,-0.002666257,-0.11816545,5772
Electronics,Iphone,Samsung,"While many beginner DVDs try to teach you everything there is to know about Photoshop CS5, this introductory course shows you the critical things you need to know to start feeling confident in your Photoshop skills. Bestselling author and Photoshop trainer, Matt Kloskowski shows you exactly what you need to know about tools, filters, adjustments, palettes, and menu items to hit the ground running in Photoshop. These include: layers and how they're key to mastering Photoshop, selections and the essential tools you really need to worry about, getting started with Camera Raw and which Retouching tools you'll find the most helpful. When you're done with this DVD you'll have a solid grasp of the most important features and be at the next level in no time.",4.312311906,1127345714,0.470061174,0.234038962,0.265882916,8493
Electronics,Notebook,Samsung,This unit works just like the TEC unit only better. I like it and would buy another if needed. OK?,0.098952701,1393472185,0.384429779,-0.103115703,-0.483636571,9811
Electronics,Notebook,Apple,Corey Barker does a great job of explaining Blend Modes in this DVD. All of the Kelby training videos are great but pricey to buy individually. If you really want bang for your buck just subscribe to Kelby Training online.,0.542325451,1008553747,0.076089826,-0.164157861,0.238500272,9055
Electronics,Notebook,Samsung,"While many beginner DVDs try to teach you everything there is to know about Photoshop CS5, this introductory course shows you the critical things you need to know to start feeling confident in your Photoshop skills. Bestselling author and Photoshop trainer, Matt Kloskowski shows you exactly what you need to know about tools, filters, adjustments, palettes, and menu items to hit the ground running in Photoshop. These include: layers and how they're key to mastering Photoshop, selections and the essential tools you really need to worry about, getting started with Camera Raw and which Retouching tools you'll find the most helpful. When you're done with this DVD you'll have a solid grasp of the most important features and be at the next level in no time.",2.20095337,1200650690,0.297114698,-0.476023996,-0.463620942,1480
Electronics,Iphone,Motorola,This unit works just like the TEC unit only better. I like it and would buy another if needed. OK?,3.722176984,1156528604,-0.303457282,0.375597898,0.374580342,2274
Electronics,Notebook,Samsung,"We had an old Time Warner Cable remote that was dropped into a bucket of dirty mop water.  We dried it out and it seemed to work ""fine"" except for the few times one of the batteries began to sizzle and smoke and became hotter than anything I had ever felt before and literally burned a hole in our couch upholstery.  Needless to say, this remote, the CLIKR-5, is awesome, easily programmed, and works perfectly with our TWC equipment and all the other A/V components.  I love this remote... great product.  (Probably goes without saying, but just in case, you don't get the TWC logo on it.)",4.96357226,1289077555,0.237948269,0.04483616,-0.346452134,3944
Electronics,Ipad,Motorola,It never worked. My daughter worked to earn the money to get this and it never worked for her. I had to buy her a new one to replace it,3.645606347,1071842325,0.102957434,-0.483541439,0.388372035,1249
Clothes,Socks,Adidas,"We had an old Time Warner Cable remote that was dropped into a bucket of dirty mop water.  We dried it out and it seemed to work ""fine"" except for the few times one of the batteries began to sizzle and smoke and became hotter than anything I had ever felt before and literally burned a hole in our couch upholstery.  Needless to say, this remote, the CLIKR-5, is awesome, easily programmed, and works perfectly with our TWC equipment and all the other A/V components.  I love this remote... great product.  (Probably goes without saying, but just in case, you don't get the TWC logo on it.)",0.327820098,993341631,-0.177633359,-0.211033971,-0.173768391,2464
Clothes,Shoes,Puma,Some of the functions did not work properly.  My daughter bought this with her own money and was disappointed that it did not function as advertised.,1.164202757,1456301541,-0.486497417,-0.17574014,0.203039732,7674
Clothes,Shoes,Nike,"While many beginner DVDs try to teach you everything there is to know about Photoshop CS5, this introductory course shows you the critical things you need to know to start feeling confident in your Photoshop skills. Bestselling author and Photoshop trainer, Matt Kloskowski shows you exactly what you need to know about tools, filters, adjustments, palettes, and menu items to hit the ground running in Photoshop. These include: layers and how they're key to mastering Photoshop, selections and the essential tools you really need to worry about, getting started with Camera Raw and which Retouching tools you'll find the most helpful. When you're done with this DVD you'll have a solid grasp of the most important features and be at the next level in no time.",2.589335181,1350985975,0.341773584,-0.481573277,-0.258846982,6141
Electronics,Iphone,Apple,It never worked. My daughter worked to earn the money to get this and it never worked for her. I had to buy her a new one to replace it,4.271348984,1441781516,-0.405947926,-0.059817437,0.218419333,41
Clothes,Socks,Nike,Dog got the old remote and destroyed it.  Didn't feel like explaining to the folks at the Time Warner Cable office what happened.  Saw the price on Amazon for this one and chose the low hassle option.  It works perfectly.  Price was right.,2.913313313,1360125482,0.108843491,0.033263757,0.407374765,3257
Electronics,Notebook,Apple,This unit works just like the TEC unit only better. I like it and would buy another if needed. OK?,4.58581288,1165600524,0.17323818,0.347698776,0.084929902,3252
Beauty,Perfume,Davidoff,"We had an old Time Warner Cable remote that was dropped into a bucket of dirty mop water.  We dried it out and it seemed to work ""fine"" except for the few times one of the batteries began to sizzle and smoke and became hotter than anything I had ever felt before and literally burned a hole in our couch upholstery.  Needless to say, this remote, the CLIKR-5, is awesome, easily programmed, and works perfectly with our TWC equipment and all the other A/V components.  I love this remote... great product.  (Probably goes without saying, but just in case, you don't get the TWC logo on it.)",2.292460676,837627508,0.129817,-0.039582423,0.495069353,5387
Clothes,Tshirt,Puma,"We had an old Time Warner Cable remote that was dropped into a bucket of dirty mop water.  We dried it out and it seemed to work ""fine"" except for the few times one of the batteries began to sizzle and smoke and became hotter than anything I had ever felt before and literally burned a hole in our couch upholstery.  Needless to say, this remote, the CLIKR-5, is awesome, easily programmed, and works perfectly with our TWC equipment and all the other A/V components.  I love this remote... great product.  (Probably goes without saying, but just in case, you don't get the TWC logo on it.)",3.439028597,913716495,-0.242656984,-0.109871455,-0.054786723,9645
Electronics,Ipad,Apple,This unit works just like the TEC unit only better. I like it and would buy another if needed. OK?,2.535084728,833747880,-0.234307849,0.323604381,0.27520186,466
Electronics,Ipad,Samsung,Corey Barker does a great job of explaining Blend Modes in this DVD. All of the Kelby training videos are great but pricey to buy individually. If you really want bang for your buck just subscribe to Kelby Training online.,0.250444661,1049980808,-0.200023999,-0.239727712,0.245201014,935
Clothes,Shoes,Adidas,Dog got the old remote and destroyed it.  Didn't feel like explaining to the folks at the Time Warner Cable office what happened.  Saw the price on Amazon for this one and chose the low hassle option.  It works perfectly.  Price was right.,0.270380097,1017230803,-0.30204026,-0.410078373,0.193478128,2370
Clothes,Tshirt,Adidas,Dog got the old remote and destroyed it.  Didn't feel like explaining to the folks at the Time Warner Cable office what happened.  Saw the price on Amazon for this one and chose the low hassle option.  It works perfectly.  Price was right.,0.869670328,1144147805,0.302676206,-0.413169172,-0.313982182,260
Electronics,Iphone,Puma,"This remote, for whatever reason, was chosen by Time Warner to replace their previous silver remote, the Time Warner Synergy V RC-U62CP-1.12S.  The actual function of this CLIKR-5 is OK, but the ergonomic design sets back remotes by 20 years.  The buttons are all the same, there's no separation of the number buttons, the volume and channel buttons are the same shape as the other buttons on the remote, and it all adds up to a crappy user experience.  Why would TWC accept this as a replacement?  This remote is virtually impossible to pick up and use without staring at it to make sure where your fingers are.  Heck, you have to feel around just to figure out if you've grabbed it by the top or bottom, since there's no articulation in the body of the thing to tell you which end is up.  Horrible, just horrible design.  I'm skipping this and paying double for a refurbished Synergy V.",3.787600439,1326254157,-0.366302727,0.032707923,0.051383812,8091
Electronics,Iphone,Samsung,"We had an old Time Warner Cable remote that was dropped into a bucket of dirty mop water.  We dried it out and it seemed to work ""fine"" except for the few times one of the batteries began to sizzle and smoke and became hotter than anything I had ever felt before and literally burned a hole in our couch upholstery.  Needless to say, this remote, the CLIKR-5, is awesome, easily programmed, and works perfectly with our TWC equipment and all the other A/V components.  I love this remote... great product.  (Probably goes without saying, but just in case, you don't get the TWC logo on it.)",3.746005579,1138768271,0.207275684,-0.389264051,-0.09815322,4037
Electronics,Notebook,Apple,It never worked. My daughter worked to earn the money to get this and it never worked for her. I had to buy her a new one to replace it,1.459111433,1131179656,-0.207017865,0.427656684,0.007768031,176
Electronics,Notebook,Samsung,"We had an old Time Warner Cable remote that was dropped into a bucket of dirty mop water.  We dried it out and it seemed to work ""fine"" except for the few times one of the batteries began to sizzle and smoke and became hotter than anything I had ever felt before and literally burned a hole in our couch upholstery.  Needless to say, this remote, the CLIKR-5, is awesome, easily programmed, and works perfectly with our TWC equipment and all the other A/V components.  I love this remote... great product.  (Probably goes without saying, but just in case, you don't get the TWC logo on it.)",2.401465148,1443067607,0.477086026,0.116892219,0.069476918,2592
